Nome,Ente federativo,Cargo (ultima alteração),Partido,Twitter,Facebook,FacebookID,Data início,Data término
Aliel Machado Bark,,Deputado Federal eleito,PSB,,,id201044363357878,28/10/2018,
Luciano Ducci,,Deputado Federal eleito,PSB,,,id409540602424777,28/10/2018,
Alessandro Lucciola Molon,,Deputado Federal eleito,PSB,,,id271075406319289,28/10/2018,
Rafael Huete Da Motta,,Deputado Federal eleito,PSB,,,id151576364966353,28/10/2018,
Mauro Nazif Rasul,,Deputado Federal eleito,PSB,,,id571065382951964,28/10/2018,
Heitor José Schuch,,Deputado Federal eleito,PSB,,,id212423668965384,28/10/2018,
Liziane Bayer Da Costa,,Deputado Federal eleito,PSB,,,id374498339306404,28/10/2018,
Rodrigo Coelho,,Deputado Federal eleito,PSB,,,id396026580517437,28/10/2018,
Jefferson Alves De Campos,,Deputado Federal eleito,PSB,,,id224476247605395,28/10/2018,
Luiz Flavio Gomes,,Deputado Federal eleito,PSB,,,id322392571461646,28/10/2018,
Rodrigo Antonio De Agostinho Mendonça,,Deputado Federal eleito,PSB,,,id217600379046455,28/10/2018,
Rosana De Oliveira Valle,,Deputado Federal eleito,PSB,,,id238761896484083,28/10/2018,
Glauskston Batista Rios,,Deputado Federal eleito,PSC,,,id166001994065417,28/10/2018,
Euclydes Marcos Pettersen Neto,,Deputado Federal eleito,PSC,,,id204233796884577,28/10/2018,
Andre Ferreira Rodrigues,,Deputado Federal eleito,PSC,,,id345425238826528,28/10/2018,
Paulo Eduardo Lima Martins,,Deputado Federal eleito,PSC,,,id766832426669323,28/10/2018,
Otoni Moura De Paulo Junior,,Deputado Federal eleito,PSC,,,id190411254444841,28/10/2018,
José Valdevan De Jesus Santos,,Deputado Federal eleito,PSC,,,id136974320321805,28/10/2018,
Gilberto Nascimento Silva,,Deputado Federal eleito,PSC,,,id417313621741481,28/10/2018,
Osires Rodrigues Damaso,,Deputado Federal eleito,PSC,,,id323794244660496,28/10/2018,
Marx Beltrão Lima Siqueira,,Deputado Federal eleito,PSD,,,id453491971360371,28/10/2018,
Sidney Ricardo De Oliveira Leite,,Deputado Federal eleito,PSD,,,id489383607761535,28/10/2018,
Antonio Luiz Paranhos Ribeiro Leite De Brito,,Deputado Federal eleito,PSD,,,id350534811763516,28/10/2018,
Jose Nunes Soares,,Deputado Federal eleito,PSD,,,id550026751729752,28/10/2018,
Otto Roberto Mendonça De Alencar Filho,,Deputado Federal eleito,PSD,,,id141792789928342,28/10/2018,
Sergio Luis Lacerda Brito,,Deputado Federal eleito,PSD,,,id1449186785352393,28/10/2018,
Domingos Gomes De Aguiar Neto,,Deputado Federal eleito,PSD,,,id1507476039474128,28/10/2018,
Francisco Rodrigues Vale Junior,,Deputado Federal eleito,PSD,,,id493537950659225,28/10/2018,
Edilazio Gomes Da Silva Junior,,Deputado Federal eleito,PSD,,,id699839630032981,28/10/2018,
Diego Leonardo De Andrade Carvalho,,Deputado Federal eleito,PSD,,,id488020057942864,28/10/2018,
Misael Artur Ferreira Varella,,Deputado Federal eleito,PSD,,,id420265928063107,28/10/2018,
Stefano Aguiar Dos Santos,,Deputado Federal eleito,PSD,,,id131244790380241,28/10/2018,
Fabio Ricardo Trad,,Deputado Federal eleito,PSD,,,id108691132628721,28/10/2018,
Éder Mauro Cardoso Barra,,Deputado Federal eleito,PSD,,,id388811064617464,28/10/2018,
João Ferrari Junior,,Deputado Federal eleito,PSD,,,id842245655790289,28/10/2018,
Joaquim Passarinho Pinto De Souza Porto,,Deputado Federal eleito,PSD,,,id581146131947481,28/10/2018,
Andre Carlos Alves De Paula Filho,,Deputado Federal eleito,PSD,,,id170967903096207,28/10/2018,
Julio Cesar De Carvalho Lima,,Deputado Federal eleito,PSD,,,id632328833469006,28/10/2018,
Gilson Cardoso Fahur,,Deputado Federal eleito,PSD,,,id904831756306971,28/10/2018,
Nelsi Coguetto Maria,,Deputado Federal eleito,PSD,,,id257661164401899,28/10/2018,
Ney Leprevost Neto,,Deputado Federal eleito,PSD,,,id128327663956877,28/10/2018,
Sandro Alex Cruz De Oliveira,,Deputado Federal eleito,PSD,,,id221883301230197,28/10/2018,
Alexandre Augustus Serfiotis,,Deputado Federal eleito,PSD,,,id539267906164443,28/10/2018,
Flordelis Dos Santos De Souza,,Deputado Federal eleito,PSD,,,id411572872310624,28/10/2018,
Hugo Leal Melo Da Silva,,Deputado Federal eleito,PSD,,,id467555009943362,28/10/2018,
Fábio Salustino Mesquita De Faria,,Deputado Federal eleito,PSD,,,id224408284297413,28/10/2018,
Expedito Gonçalves Ferreira Netto,,Deputado Federal eleito,PSD,,,id1474031142828443,28/10/2018,
Haroldo Alves Campos,,Deputado Federal eleito,PSD,,,id2101610110080697,28/10/2018,
Danrlei De Deus Hinterholz,,Deputado Federal eleito,PSD,,,id128207973912311,28/10/2018,
Darci De Matos,,Deputado Federal eleito,PSD,,,id211015249060673,28/10/2018,
Ricardo Zanatta Guidi,,Deputado Federal eleito,PSD,,,id328393683976480,28/10/2018,
Fábio Cruz Mitidieri,,Deputado Federal eleito,PSD,,,id668823956526400,28/10/2018,
Antonio Cezar Correia Freire,,Deputado Federal eleito,PSD,,,id1401978510018003,28/10/2018,
Marco Aurelio Bertaiolli,,Deputado Federal eleito,PSD,,,id237597346269787,28/10/2018,
Cylmara Fernandes Da Rocha Gripp,,Deputado Federal eleito,PSDB,,,id280207712721855,28/10/2018,
Tereza Nelma Da Silva Porto Viana Soares,,Deputado Federal eleito,PSDB,,,id514156245358687,28/10/2018,
Luiz Carlos Gomes Dos Santos Junior,,Deputado Federal eleito,PSDB,,,id470780289637001,28/10/2018,
Adolfo Viana De Castro Neto,,Deputado Federal eleito,PSDB,,,id1299447983450182,28/10/2018,
Roberto Soares Pessoa,,Deputado Federal eleito,PSDB,,,id607536689297357,28/10/2018,
Célio Antônio Da Silveira,,Deputado Federal eleito,PSDB,,,id627331587415618,28/10/2018,
Aécio Neves Da Cunha,,Deputado Federal eleito,PSDB,,,id411754008869486,28/10/2018,
Domingos Sávio Campos Resende,,Deputado Federal eleito,PSDB,,,id395748880458898,28/10/2018,
Eduardo Luiz Barros Barbosa,,Deputado Federal eleito,PSDB,,,id391321314263162,28/10/2018,
Paulo Abi-Ackel,,Deputado Federal eleito,PSDB,,,id552636458116557,28/10/2018,
Rodrigo Batista De Castro,,Deputado Federal eleito,PSDB,,,id124002814371381,28/10/2018,
Humberto Rezende Pereira,,Deputado Federal eleito,PSDB,,,id304158673086753,28/10/2018,
Rosiane Modesto De Oliveira,,Deputado Federal eleito,PSDB,,,id194227587378355,28/10/2018,
Celso Sabino De Oliveira,,Deputado Federal eleito,PSDB,,,id451890981576627,28/10/2018,
Nilson Pinto De Oliveira,,Deputado Federal eleito,PSDB,,,id354764524584734,28/10/2018,
Ednace Alves Silvestre Henrique,,Deputado Federal eleito,PSDB,,,id207736499757938,28/10/2018,
Pedro Oliveira Cunha Lima,,Deputado Federal eleito,PSDB,,,id744196388945576,28/10/2018,
Ruy Manuel Carneiro Barbosa De Aça Belchior,,Deputado Federal eleito,PSDB,,,id338878382824931,28/10/2018,
Mariana Fonseca Ribeiro Carvalho De Moraes,,Deputado Federal eleito,PSDB,,,id632343536883223,28/10/2018,
Shéridan Estérfany Oliveira De Anchieta,,Deputado Federal eleito,PSDB,,,id529548870507145,28/10/2018,
Daniel Trzeciak Duarte,,Deputado Federal eleito,PSDB,,,id,28/10/2018,
Lucas Bello Redecker,,Deputado Federal eleito,PSDB,,,id404413673009300,28/10/2018,
Geovania De Sa Rodrigues,,Deputado Federal eleito,PSDB,,,id209760195874244,28/10/2018,
Bruna Dias Furlan,,Deputado Federal eleito,PSDB,,,id367980806622995,28/10/2018,
Carlos Henrique Focesi Sampaio,,Deputado Federal eleito,PSDB,,,id157095474375284,28/10/2018,
Eduardo Pedrosa Cury,,Deputado Federal eleito,PSDB,,,id1504636423084640,28/10/2018,
Samuel Moreira Da Silva Júnior,,Deputado Federal eleito,PSDB,,,id301671559864163,28/10/2018,
Vanderlei Macris,,Deputado Federal eleito,PSDB,,,id264795166973213,28/10/2018,
Vitor Lippi,,Deputado Federal eleito,PSDB,,,id158894974200303,28/10/2018,
Pablo Oliva Souza,,Deputado Federal eleito,PSL,,,id1414301995348590,28/10/2018,
Dayane Jamille Carneiro Dos Santos Pimentel,,Deputado Federal eleito,PSL,,,id302075393510786,28/10/2018,
Heitor Rodrigo Pereira Freire,,Deputado Federal eleito,PSL,,,id844031609039240,28/10/2018,
Soraya De Souza Mannato,,Deputado Federal eleito,PSL,,,id197504777788137,28/10/2018,
Vitor Hugo De Araujo Almeida,,Deputado Federal eleito,PSL,,,id577255795999910,28/10/2018,
Waldir Soares De Oliveira,,Deputado Federal eleito,PSL,,,id306388799493851,28/10/2018,
Alessandra Da Silva,,Deputado Federal eleito,PSL,,,id549608648565581,28/10/2018,
Charlles Thomacelli Evangelista,,Deputado Federal eleito,PSL,,,id618352678230929,28/10/2018,
Eliel Márcio Do Carmo,,Deputado Federal eleito,PSL,,,id1511147329109988,28/10/2018,
Geraldo Junio Do Amaral,,Deputado Federal eleito,PSL,,,id815039985305536,28/10/2018,
Marcelo Eduardo Freitas,,Deputado Federal eleito,PSL,,,id757066351146555,28/10/2018,
Marcelo Henrique Teixeira Dias,,Deputado Federal eleito,PSL,,,id931215210253332,28/10/2018,
Loester Carlos Gomes De Souza,,Deputado Federal eleito,PSL,,,id1738245342858207,28/10/2018,
Luiz Alberto Ovando,,Deputado Federal eleito,PSL,,,id445813468815386,28/10/2018,
Nelson Ned Previdente,,Deputado Federal eleito,PSL,,,id1949451478414650,28/10/2018,
Gulliem Charles Bezerra Lemos,,Deputado Federal eleito,PSL,,,id922891834420704,28/10/2018,
Luciano Caldas Bivar,,Deputado Federal eleito,PSL,,,id1936584456566504,28/10/2018,
Aline Sleutjes,,Deputado Federal eleito,PSL,,,id705334576185564,28/10/2018,
Filipe Barros Baptista De Toledo Ribeiro,,Deputado Federal eleito,PSL,,,id239800806402562,28/10/2018,
Luis Felipe Bonatto Francischini,,Deputado Federal eleito,PSL,,,id299601453506451,28/10/2018,
Antônio Da Luz Furtado,,Deputado Federal eleito,PSL,,,id727938674013176,28/10/2018,
Carlos Roberto Coelho De Mattos Júnior,,Deputado Federal eleito,PSL,,,id522126697963113,28/10/2018,
Christine Nogueira Dos Reis Tonietto,,Deputado Federal eleito,PSL,,,id1719701718110409,28/10/2018,
Daniel Lucio Da Silveira,,Deputado Federal eleito,PSL,,,id1233730513413646,28/10/2018,
Fabiana Silva De Souza,,Deputado Federal eleito,PSL,,,id655681851469144,28/10/2018,
Felício Laterça De Almeida,,Deputado Federal eleito,PSL,,,id267243340701984,28/10/2018,
Helio Fernando Barbosa Lopes,,Deputado Federal eleito,PSL,,,id517712008679531,28/10/2018,
João Carlos Soares Gurgel,,Deputado Federal eleito,PSL,,,id262677440504362,28/10/2018,
Joziel Ferreira Carlos,,Deputado Federal eleito,PSL,,,id894000897416455,28/10/2018,
Lourival Gomes De Almeida,,Deputado Federal eleito,PSL,,,id166734243873930,28/10/2018,
Luiz Eduardo Carneiro Da Silva De Souza Lima,,Deputado Federal eleito,PSL,,,id1827699960809554,28/10/2018,
Márcio Da Silveira Labre,,Deputado Federal eleito,PSL,,,id461487867568300,28/10/2018,
Elieser Girao Monteiro Filho,,Deputado Federal eleito,PSL,,,id588520408170543,28/10/2018,
Joao Chrisóstomo De Moura,,Deputado Federal eleito,PSL,,,id997522136945101,28/10/2018,
Antonio Carlos Nicoletti,,Deputado Federal eleito,PSL,,,id655325108158382,28/10/2018,
Alcibio Mesquita Bibo Nunes,,Deputado Federal eleito,PSL,,,id387146431355916,28/10/2018,
Nereu Crispim,,Deputado Federal eleito,PSL,,,id281213435750740,28/10/2018,
Ubiratan Antunes Sanderson,,Deputado Federal eleito,PSL,,,id199184673968117,28/10/2018,
Caroline Rodrigues De Toni,,Deputado Federal eleito,PSL,,,id1041603412575627,28/10/2018,
Daniel Costa De Freitas,,Deputado Federal eleito,PSL,,,id462290793781379,28/10/2018,
Fabio Luiz Schiochet Filho,,Deputado Federal eleito,PSL,,,id170603770285449,28/10/2018,
Luiz Armando Schroeder Reis,,Deputado Federal eleito,PSL,,,id158981268130749,28/10/2018,
Alexandre Frota De Andrade,,Deputado Federal eleito,PSL,,,id1728528250694023,28/10/2018,
Carla Zambelli Salgado,,Deputado Federal eleito,PSL,,,id198620036895177,28/10/2018,
Eduardo Nantes Bolsonaro,,Deputado Federal eleito,PSL,,,id232788843580414,28/10/2018,
Joice Cristina Hasselmann,,Deputado Federal eleito,PSL,,,id254514881287375,28/10/2018,
José Guilherme Negrão Peixoto,,Deputado Federal eleito,PSL,,,id235096606936207,28/10/2018,
Luiz Philippe De Orleans Bragança,,Deputado Federal eleito,PSL,,,id678761768950811,28/10/2018,
Marcio Tadeu Anhaia De Lemos,,Deputado Federal eleito,PSL,,,id1821705364774977,28/10/2018,
Nicolino Bozzella Junior,,Deputado Federal eleito,PSL,,,id698258676878679,28/10/2018,
Paulo Sergio Abou Anni,,Deputado Federal eleito,PSL,,,id164881476980537,28/10/2018,
Roberto Sebastião Peternelli Junior,,Deputado Federal eleito,PSL,,,id1432124833712305,28/10/2018,
Áurea Carolina De Freitas E Silva,,Deputado Federal eleito,PSOL,,,id284780545201205,28/10/2018,
Edmilson Brito Rodrigues,,Deputado Federal eleito,PSOL,,,id267683643272117,28/10/2018,
Glauber De Medeiros Braga,,Deputado Federal eleito,PSOL,,,id158198544337175,28/10/2018,
Jean Wyllys De Matos Santos,,Deputado Federal eleito,PSOL,,,id163566147024734,28/10/2018,
Marcelo Ribeiro Freixo,,Deputado Federal eleito,PSOL,,,id128416167198648,28/10/2018,
Taliria Petrone Soares,,Deputado Federal eleito,PSOL,,,id765667336867771,28/10/2018,
Fernanda Melchionna E Silva,,Deputado Federal eleito,PSOL,,,id241140532664404,28/10/2018,
Ivan Valente,,Deputado Federal eleito,PSOL,,,id194174003960823,28/10/2018,
Luiza Erundina De Sousa,,Deputado Federal eleito,PSOL,,,id198276680205255,28/10/2018,
Samia De Souza Bomfim,,Deputado Federal eleito,PSOL,,,id101868150220967,28/10/2018,
Paulo Fernando Dos Santos,,Deputado Federal eleito,PT,,,id250334068452972,28/10/2018,
Jose Ricardo Wendling,,Deputado Federal eleito,PT,,,id474726722595004,28/10/2018,
Afonso Bandeira Florence,,Deputado Federal eleito,PT,,,id355172881251380,28/10/2018,
Jorge José Santos Pereira Solla,,Deputado Federal eleito,PT,,,id800887096597818,28/10/2018,
José Cerqueira De Santana Neto,,Deputado Federal eleito,PT,,,id361989510562789,28/10/2018,
Josias Gomes Da Silva,,Deputado Federal eleito,PT,,,id208884825929448,28/10/2018,
Luiz Carlos Caetano,,Deputado Federal eleito,PT,,,id513426458700943,28/10/2018,
Nelson Vicente Portela Pellegrino,,Deputado Federal eleito,PT,,,id115817631832570,28/10/2018,
Valmir Carlos Da Assunção,,Deputado Federal eleito,PT,,,id132788450089945,28/10/2018,
Waldenor Alves Pereira Filho,,Deputado Federal eleito,PT,,,id533276736728690,28/10/2018,
Jose Airton Felix Cirilo Da Silva,,Deputado Federal eleito,PT,,,id532313946789323,28/10/2018,
Jose Nobre Guimaraes,,Deputado Federal eleito,PT,,,id136526549720709,28/10/2018,
Luizianne De Oliveira Lins,,Deputado Federal eleito,PT,,,id330300883714439,28/10/2018,
Erika Juca Kokay,,Deputado Federal eleito,PT,,,id257453204279241,28/10/2018,
Helder Ignacio Salomão,,Deputado Federal eleito,PT,,,id546851998788534,28/10/2018,
Rubens Otoni Gomide,,Deputado Federal eleito,PT,,,id216474455105209,28/10/2018,
Jose Carlos Nunes Junior,,Deputado Federal eleito,PT,,,id119993288189390,28/10/2018,
João Carlos Siqueira,,Deputado Federal eleito,PT,,,id179856875529257,28/10/2018,
José Leonardo Costa Monteiro,,Deputado Federal eleito,PT,,,id116801535089439,28/10/2018,
Maria Margarida Martins Salomão,,Deputado Federal eleito,PT,,,id282770348496898,28/10/2018,
Odair José Da Cunha,,Deputado Federal eleito,PT,,,id201991609984528,28/10/2018,
Patrus Ananias De Souza,,Deputado Federal eleito,PT,,,id604453922952420,28/10/2018,
Paulo José Carlos Guedes,,Deputado Federal eleito,PT,,,id342300479170301,28/10/2018,
Reginaldo Lazaro De Oliveira Lopes,,Deputado Federal eleito,PT,,,id214354821918864,28/10/2018,
Rogerio Correia De Moura Baptista,,Deputado Federal eleito,PT,,,id286648849567,28/10/2018,
Vander Luiz Dos Santos Loubet,,Deputado Federal eleito,PT,,,id547530398646435,28/10/2018,
Rosa Neide Sandes De Almeida,,Deputado Federal eleito,PT,,,id2103554259677870,28/10/2018,
Airton Luiz Faleiro,,Deputado Federal eleito,PT,,,id247815045422756,28/10/2018,
Jose Roberto Oliveira Faro,,Deputado Federal eleito,PT,,,id1436403659922521,28/10/2018,
Antonio Ribeiro,,Deputado Federal eleito,PT,,,id730889380623744,28/10/2018,
José Carlos Veras Dos Santos,,Deputado Federal eleito,PT,,,id1786634154947205,28/10/2018,
Marília Valença Rocha Arraes De Alencar,,Deputado Federal eleito,PT,,,id268217989858817,28/10/2018,
Francisco De Assis Carvalho Gonçalves,,Deputado Federal eleito,PT,,,id195774537238903,28/10/2018,
Rejane Ribeiro Sousa Dias,,Deputado Federal eleito,PT,,,id228793677312107,28/10/2018,
Enio José Verri,,Deputado Federal eleito,PT,,,id156499414480143,28/10/2018,
Gleisi Helena Hoffmann,,Deputado Federal eleito,PT,,,id136344939876101,28/10/2018,
Jose Carlos Becker De Oliveira E Silva,,Deputado Federal eleito,PT,,,id220778897969256,28/10/2018,
Benedita Souza Da Silva Sampaio,,Deputado Federal eleito,PT,,,id,28/10/2018,
Fernando Wanderley Vargas Da Silva,,Deputado Federal eleito,PT,,,id326589317375630,28/10/2018,
Natalia Bastos Bonavides,,Deputado Federal eleito,PT,,,id301106093563904,28/10/2018,
Dionilso Mateus Marcon,,Deputado Federal eleito,PT,,,id273904116113950,28/10/2018,
Elvino José Bohn Gass,,Deputado Federal eleito,PT,,,id217423271714827,28/10/2018,
Henrique Fontana Júnior,,Deputado Federal eleito,PT,,,id261788690587714,28/10/2018,
Maria Do Rosário Nunes,,Deputado Federal eleito,PT,,,id154111111330577,28/10/2018,
Paulo Roberto Severo Pimenta,,Deputado Federal eleito,PT,,,id254476531311977,28/10/2018,
Pedro Francisco Uczai,,Deputado Federal eleito,PT,,,id155201831260401,28/10/2018,
Joao Somariva Daniel,,Deputado Federal eleito,PT,,,id420180604673755,28/10/2018,
Alencar Santana Braga,,Deputado Federal eleito,PT,,,id227403640631475,28/10/2018,
Alexandre Rocha Santos Padilha,,Deputado Federal eleito,PT,,,id894038504020410,28/10/2018,
Arlindo Chignalia Junior,,Deputado Federal eleito,PT,,,id1390272641222659,28/10/2018,
Carlos Alberto Rolim Zarattini,,Deputado Federal eleito,PT,,,id405401689514244,28/10/2018,
Luiz Paulo Teixeira Ferreira,,Deputado Federal eleito,PT,,,id123368671040530,28/10/2018,
Nilto Ignacio Tatto,,Deputado Federal eleito,PT,,,id311887468974835,28/10/2018,
Rui Goethe Da Costa Falcão,,Deputado Federal eleito,PT,,,id127139487368866,28/10/2018,
Vicente Paulo Da Silva,,Deputado Federal eleito,PT,,,id212580628877003,28/10/2018,
Celio Alves De Moura,,Deputado Federal eleito,PT,,,id,28/10/2018,
Nivaldo Ferreira De Albuquerque Neto,,Deputado Federal eleito,PTB,,,id138502099895292,28/10/2018,
Pedro Augusto Geromel Bezerra De Menezes,,Deputado Federal eleito,PTB,,,id490298884771598,28/10/2018,
Pedro Lucas Andrade Fernandes Ribeiro,,Deputado Federal eleito,PTB,,,id737219703041909,28/10/2018,
Emanuel Pinheiro Da Silva Primo,,Deputado Federal eleito,PTB,,,id2003436826373367,28/10/2018,
Jose Eduardo Pereira Da Costa,,Deputado Federal eleito,PTB,,,id720711267981848,28/10/2018,
Paulo Eduardo Maestri Bengtson,,Deputado Federal eleito,PTB,,,id476482176114272,28/10/2018,
José Wilson Santiago,,Deputado Federal eleito,PTB,,,id589572847728892,28/10/2018,
Luisa Dos Santos Silveira,,Deputado Federal eleito,PTB,,,id399652257173565,28/10/2018,
Marcelo Pires Moraes,,Deputado Federal eleito,PTB,,,id1888377008077139,28/10/2018,
Maurício Alexandre Dziedricki,,Deputado Federal eleito,PTB,,,id165928197166177,28/10/2018,
Marina Santos Batista Dias,,Deputado Federal eleito,PTC,,,id197969200917697,28/10/2018,
Luiz Benes Leocadio De Araujo,,Deputado Federal eleito,PTC,,,id441909642926570,28/10/2018,
Celio Studart Barbosa,,Deputado Federal eleito,PV,,,id143803862450980,28/10/2018,
Israel Matos Batista,,Deputado Federal eleito,PV,,,id429957570419097,28/10/2018,
Leandre Dal Ponte,,Deputado Federal eleito,PV,,,id385165124939643,28/10/2018,
Enrico Van Blarcum De Graaff Misasi,,Deputado Federal eleito,PV,,,id165432287646099,28/10/2018,
Joenia Batista De Carvalho,,Deputado Federal eleito,REDE,,,id272526436678387,28/10/2018,
Vanda Denir Milani Nogueira,,Deputado Federal eleito,SOLIDARIEDADE,,,id1601715893260426,28/10/2018,
João Bosco Gomes Saraiva,,Deputado Federal eleito,SOLIDARIEDADE,,,id115202802000022,28/10/2018,
Genecias Mateus Noronha,,Deputado Federal eleito,SOLIDARIEDADE,,,id213910975288105,28/10/2018,
Lucas De Castro Santos,,Deputado Federal eleito,SOLIDARIEDADE,,,id504537839674054,28/10/2018,
José Silva Soares,,Deputado Federal eleito,SOLIDARIEDADE,,,id223832637675564,28/10/2018,
Leonardo Ribeiro Albuquerque,,Deputado Federal eleito,SOLIDARIEDADE,,,id,28/10/2018,
Augusto Rodrigues Coutinho De Melo,,Deputado Federal eleito,SOLIDARIEDADE,,,id659203737425877,28/10/2018,
Aureo Lidio Moreira Ribeiro,,Deputado Federal eleito,SOLIDARIEDADE,,,id187682584611376,28/10/2018,
Jose Otaci Barroso Do Nascimento,,Deputado Federal eleito,SOLIDARIEDADE,,,id1781520078834523,28/10/2018,
Luiz Augusto Carvalho Ribeiro Filho,,Deputado Federal eleito,SOLIDARIEDADE,,,id459354704210423,28/10/2018,
Paulo Pereira Da Silva,,Deputado Federal eleito,SOLIDARIEDADE,,,id223004697754861,28/10/2018,
Eli Dias Borges,,Deputado Federal eleito,SOLIDARIEDADE,,,id306453382750931,28/10/2018,
Tiago Braga Pereira,,Deputado Federal eleito,SOLIDARIEDADE,,,id194222841161302,28/10/2018,
Marcio Miguel Bittar,,Senador eleito,MDB,,,id555803774486872,28/10/2018,
Sérgio De Oliveira Cunha,,Senador eleito,PSD,,,id245784392128312,28/10/2018,
José Renan Vasconcelos Calheiros,,Senador eleito,MDB,,,id576313645847016,28/10/2018,
Rodrigo Santos Cunha,,Senador eleito,PSDB,,,id645681708802441,28/10/2018,
Carlos Eduardo De Souza Braga,,Senador eleito,MDB,,,id263563620333111,28/10/2018,
Francisco Plinio Valerio Tomaz,,Senador eleito,PSDB,,,id953514998164299,28/10/2018,
Luiz Cantuária Barreto,,Senador eleito,PTB,,,id274851776445620,28/10/2018,
Randolph Frederich Rodrigues Alves,,Senador eleito,REDE,,,id687008454694990,28/10/2018,
Angelo Mario Coronel De Azevedo Martins,,Senador eleito,PSD,,,id405696379766191,28/10/2018,
Jaques Wagner,,Senador eleito,PT,,,id136224023082363,28/10/2018,
Cid Ferreira Gomes,,Senador eleito,PDT,,,id658216240856974,28/10/2018,
Luis Eduardo Grangeiro Girão,,Senador eleito,PROS,,,id486914985073732,28/10/2018,
Izalci Lucas Ferreira,,Senador eleito,PSDB,,,id1385505868350890,28/10/2018,
Leila Gomes De Barros Rêgo,,Senador eleito,PSB,,,id578898368860170,28/10/2018,
Fabiano Contarato,,Senador eleito,REDE,,,id783999288312445,28/10/2018,
Marcos Ribeiro Do Val,,Senador eleito,PPS,,,id360331564101406,28/10/2018,
Jorge Kajuru Reis Da Costa Nasser,,Senador eleito,PRP,,,id1397837253786447,28/10/2018,
Vanderlan Vieira Cardoso,,Senador eleito,PP,,,id206019209573311,28/10/2018,
Eliziane Pereira Gama Melo,,Senador eleito,PPS,,,id837707072929819,28/10/2018,
Weverton Rocha Marques De Sousa,,Senador eleito,PDT,,,id142099522556207,28/10/2018,
Carlos Alberto Dias Viana,,Senador eleito,PHS,,,id157982450937286,28/10/2018,
Rodrigo Otávio Soares Pacheco,,Senador eleito,DEM,,,id486760188091704,28/10/2018,
Nelson Trad Filho,,Senador eleito,PTB,,,id174471285940778,28/10/2018,
Soraya Vieira Thronicke,,Senador eleito,PSL,,,id1142941029175690,28/10/2018,
Jayme Verissimo De Campos,,Senador eleito,DEM,,,id401673676620654,28/10/2018,
Selma Rosane Santos Arruda,,Senador eleito,PSL,,,id556444774742274,28/10/2018,
Jader Fontenelle Barbalho,,Senador eleito,MDB,,,id133602516654912,28/10/2018,
José Da Cruz Marinho,,Senador eleito,PSC,,,id2061816164089186,28/10/2018,
Daniella Velloso Borges Ribeiro,,Senador eleito,PP,,,id119203011556937,28/10/2018,
Veneziano Vital Do Rêgo Segundo Neto,,Senador eleito,PSB,,,id424808937641023,28/10/2018,
Humberto Sérgio Costa Lima,,Senador eleito,PT,,,id174217422747805,28/10/2018,
Jarbas De Andrade Vasconcelos,,Senador eleito,MDB,,,id244015588958951,28/10/2018,
Ciro Nogueira Lima Filho,,Senador eleito,PP,,,id274527822566791,28/10/2018,
Marcelo Costa E Castro,,Senador eleito,MDB,,,id294607987354763,28/10/2018,
Flavio Jose Arns,,Senador eleito,REDE,,,id1720125068073321,28/10/2018,
Oriovisto Guimaraes,,Senador eleito,PODE,,,id2078856135695787,28/10/2018,
Arolde De Oliveira,,Senador eleito,PSD,,,id118527194965589,28/10/2018,
Flávio Nantes Bolsonaro,,Senador eleito,PSL,,,id156951837773645,28/10/2018,
Eann Styvenson Valentim Mendes,,Senador eleito,REDE,,,id729392980520143,28/10/2018,
Zenaide Maia Calado Pereira Dos Santos,,Senador eleito,PHS,,,id1463458067229810,28/10/2018,
Confucio Aires Moura,,Senador eleito,MDB,,,id217874838224397,28/10/2018,
Marcos Rogério Da Silva Brito,,Senador eleito,DEM,,,id374562535958862,28/10/2018,
Antônio Mecias Pereira De Jesus,,Senador eleito,PRB,,,id264298597018120,28/10/2018,
Francisco De Assis Rodrigues,,Senador eleito,DEM,,,id194032184000941,28/10/2018,
Luis Carlos Heinze,,Senador eleito,PP,,,id355458947869655,28/10/2018,
Paulo Renato Paim,,Senador eleito,PT,,,id364042537032048,28/10/2018,
Esperidião Amin Helou Filho,,Senador eleito,PP,,,id332870466782583,28/10/2018,
Jorginho Dos Santos Mello,,Senador eleito,PR,,,id425866030884565,28/10/2018,
Alessandro Vieira,,Senador eleito,REDE,,,id728845403983151,28/10/2018,
Rogerio Carvalho Santos,,Senador eleito,PT,,,id217947255001794,28/10/2018,
Mara Cristina Gabrilli,,Senador eleito,PSDB,,,id215275598522355,28/10/2018,
Sergio Olimpio Gomes,,Senador eleito,PSL,,,id169733469856759,28/10/2018,
Carlos Eduardo Torres Gomes,,Senador eleito,SOLIDARIEDADE,,,id1451173408475206,28/10/2018,
Irajá Silvestre Filho,,Senador eleito,PSD,,,id359491867555824,28/10/2018,
